Entity,Code,Year,Population - Sex: all - Age: all - Variant: medium,Population - Sex: all - Age: all - Variant: medium
Seychelles,SYC,2064,114856,136290
Seychelles,SYC,2065,114608,135704
Seychelles,SYC,2066,114360,135103
Seychelles,SYC,2067,114093,134501
Seychelles,SYC,2068,113819,133888
Seychelles,SYC,2069,113539,133275
Seychelles,SYC,2070,113269,132640
Seychelles,SYC,2071,112985,131991
Seychelles,SYC,2072,112704,131348
Seychelles,SYC,2073,112411,130688
Seychelles,SYC,2074,112125,130022
Seychelles,SYC,2075,111842,129356
Seychelles,SYC,2076,111568,128681
Seychelles,SYC,2077,111270,128018
Seychelles,SYC,2078,110966,127344
Seychelles,SYC,2079,110667,126676
Seychelles,SYC,2080,110369,126024
Seychelles,SYC,2081,110058,125380
Seychelles,SYC,2082,109759,124759
Seychelles,SYC,2083,109447,124144
Seychelles,SYC,2084,109133,123556
Seychelles,SYC,2085,108818,122979
Seychelles,SYC,2086,108504,122423
Seychelles,SYC,2087,108186,121879
Seychelles,SYC,2088,107855,121369
Seychelles,SYC,2089,107542,120868
Seychelles,SYC,2090,107210,120388
Seychelles,SYC,2091,106870,119926
Seychelles,SYC,2092,106544,119466
Seychelles,SYC,2093,106209,119004
Seychelles,SYC,2094,105867,118566
Seychelles,SYC,2095,105515,118117
Seychelles,SYC,2096,105163,117681
Seychelles,SYC,2097,104797,117250
Seychelles,SYC,2098,104425,116824
Seychelles,SYC,2099,104051,116401
Seychelles,SYC,2100,103661,115975
Sierra Leone,SLE,2022,8605723,
Sierra Leone,SLE,2023,8791092,
Sierra Leone,SLE,2024,8977979,8642029
Sierra Leone,SLE,2025,9165381,8819797
Sierra Leone,SLE,2026,9353161,8996749
Sierra Leone,SLE,2027,9540981,9174702
Sierra Leone,SLE,2028,9728852,9349029
Sierra Leone,SLE,2029,9917105,9520819
Sierra Leone,SLE,2030,10105183,9694859
Sierra Leone,SLE,2031,10292487,9870301
Sierra Leone,SLE,2032,10479352,10047202
Sierra Leone,SLE,2033,10666291,10221015
Sierra Leone,SLE,2034,10852750,10391494
Sierra Leone,SLE,2035,11037687,10563172
Sierra Leone,SLE,2036,11220981,10734350
Sierra Leone,SLE,2037,11402884,10902271
Sierra Leone,SLE,2038,11583100,11066152
Sierra Leone,SLE,2039,11761688,11230070
Sierra Leone,SLE,2040,11938547,11398399
Sierra Leone,SLE,2041,12113581,11566222
Sierra Leone,SLE,2042,12286373,11728797
Sierra Leone,SLE,2043,12457062,11887942
Sierra Leone,SLE,2044,12626224,12049434
Sierra Leone,SLE,2045,12793564,12208882
Sierra Leone,SLE,2046,12958859,12363457
Sierra Leone,SLE,2047,13122260,12512750
Sierra Leone,SLE,2048,13283017,12659620
Sierra Leone,SLE,2049,13440445,12805147
Sierra Leone,SLE,2050,13595027,12948331
Sierra Leone,SLE,2051,13747665,13093467
Sierra Leone,SLE,2052,13898074,13236028
Sierra Leone,SLE,2053,14045667,13372796
Sierra Leone,SLE,2054,14190041,13502277
Sierra Leone,SLE,2055,14331683,13629117
Sierra Leone,SLE,2056,14470929,13755182
Sierra Leone,SLE,2057,14606992,13876266
Sierra Leone,SLE,2058,14739549,13993952
Sierra Leone,SLE,2059,14868165,14107964
Sierra Leone,SLE,2060,14993240,14219381
Sierra Leone,SLE,2061,15114451,14327422
Sierra Leone,SLE,2062,15231310,14435389
Sierra Leone,SLE,2063,15344421,14539896
Sierra Leone,SLE,2064,15453401,14636718
Sierra Leone,SLE,2065,15558523,14732957
Sierra Leone,SLE,2066,15660086,14829170
Sierra Leone,SLE,2067,15758034,14924591
Sierra Leone,SLE,2068,15852991,15015902
Sierra Leone,SLE,2069,15944506,15099721
Sierra Leone,SLE,2070,16031838,15177976
Sierra Leone,SLE,2071,16115158,15251755
Sierra Leone,SLE,2072,16194933,15321993
Sierra Leone,SLE,2073,16270949,15390198
Sierra Leone,SLE,2074,16343463,15450928
Sierra Leone,SLE,2075,16411921,15507870
Sierra Leone,SLE,2076,16475781,15564828
Sierra Leone,SLE,2077,16535529,15617358
Sierra Leone,SLE,2078,16591196,15667013
Sierra Leone,SLE,2079,16643302,15712162
Sierra Leone,SLE,2080,16691492,15751830
Sierra Leone,SLE,2081,16735852,15790538
Sierra Leone,SLE,2082,16776785,15828180
Sierra Leone,SLE,2083,16813588,15862686
Sierra Leone,SLE,2084,16847092,15891036
Sierra Leone,SLE,2085,16877660,15913304
Sierra Leone,SLE,2086,16904586,15937248
Sierra Leone,SLE,2087,16928020,15958642
Sierra Leone,SLE,2088,16948316,15973462
Sierra Leone,SLE,2089,16965350,15986037
Sierra Leone,SLE,2090,16979454,15996614
Sierra Leone,SLE,2091,16990766,16004831
Sierra Leone,SLE,2092,16998744,16009635
Sierra Leone,SLE,2093,17003376,16008716
Sierra Leone,SLE,2094,17005236,16006579
Sierra Leone,SLE,2095,17004628,16002502
Sierra Leone,SLE,2096,17001766,15992901
Sierra Leone,SLE,2097,16996802,15980207
Sierra Leone,SLE,2098,16989080,15966369
Sierra Leone,SLE,2099,16978642,15952538
Sierra Leone,SLE,2100,16965736,15934259
Singapore,SGP,2022,5975689,
Singapore,SGP,2023,6014725,
Singapore,SGP,2024,6052705,5832387
Singapore,SGP,2025,6089539,5870748
Singapore,SGP,2026,6125156,5905749
Singapore,SGP,2027,6159442,5939546
Singapore,SGP,2028,6192173,5973348
Singapore,SGP,2029,6223063,6004086
Singapore,SGP,2030,6251986,6031377
Singapore,SGP,2031,6278861,6058406
Singapore,SGP,2032,6303419,6085224
Singapore,SGP,2033,6325533,6111157
Singapore,SGP,2034,6345043,6134780
Singapore,SGP,2035,6361933,6153229
Singapore,SGP,2036,6376279,6166851
Singapore,SGP,2037,6387977,6178218
Singapore,SGP,2038,6397043,6188055
Singapore,SGP,2039,6403566,6193911
Singapore,SGP,2040,6407738,6194786
Singapore,SGP,2041,6409445,6191329
Singapore,SGP,2042,6408676,6185389
Singapore,SGP,2043,6405785,6178275
Singapore,SGP,2044,6400935,6168176
Singapore,SGP,2045,6394197,6156189
Singapore,SGP,2046,6385720,6143601
Singapore,SGP,2047,6375719,6128159
Singapore,SGP,2048,6364237,6113208
Singapore,SGP,2049,6351379,6098707
Singapore,SGP,2050,6337234,6081692
Singapore,SGP,2051,6321940,6064526
Singapore,SGP,2052,6305654,6050276
Singapore,SGP,2053,6288382,6036534
Singapore,SGP,2054,6270244,6018489
Singapore,SGP,2055,6251486,5999236
Singapore,SGP,2056,6232165,5981470
Singapore,SGP,2057,6212230,5964197
Singapore,SGP,2058,6191816,5944891
Singapore,SGP,2059,6171008,5924042
Singapore,SGP,2060,6149808,5901723
Singapore,SGP,2061,6128518,5878369
Singapore,SGP,2062,6107039,5855445
Singapore,SGP,2063,6085277,5832833
Singapore,SGP,2064,6063341,5809249
Singapore,SGP,2065,6041190,5781342
Singapore,SGP,2066,6018954,5750390
Singapore,SGP,2067,5996709,5720928
Singapore,SGP,2068,5974444,5692408
Singapore,SGP,2069,5952200,5661829
Singapore,SGP,2070,5929935,5631285
Singapore,SGP,2071,5907679,5600259
Singapore,SGP,2072,5885535,5566915
Singapore,SGP,2073,5863389,5531142
Singapore,SGP,2074,5841308,5490632
Singapore,SGP,2075,5819515,5446020
Singapore,SGP,2076,5798089,5402484
Singapore,SGP,2077,5777013,5358722
Singapore,SGP,2078,5756178,5311679
Singapore,SGP,2079,5735630,5261725
Singapore,SGP,2080,5715499,5209687
Singapore,SGP,2081,5695774,5156378
Singapore,SGP,2082,5676524,5101497
Singapore,SGP,2083,5657916,5046186
Singapore,SGP,2084,5639885,4991237
Singapore,SGP,2085,5622314,4935582
Singapore,SGP,2086,5605208,4878380
Singapore,SGP,2087,5588670,4821061
Singapore,SGP,2088,5572727,4764826
Singapore,SGP,2089,5557493,4707960
Singapore,SGP,2090,5542945,4651265
Singapore,SGP,2091,5529069,4596277
Singapore,SGP,2092,5515952,4543639
Singapore,SGP,2093,5503639,4492715
Singapore,SGP,2094,5492354,4440955
Singapore,SGP,2095,5482104,4390126
Singapore,SGP,2096,5472792,4341142
Singapore,SGP,2097,5464555,4293577
Singapore,SGP,2098,5457428,4247445
Singapore,SGP,2099,5451411,4203655
Singapore,SGP,2100,5446427,4163015
Sint Maarten (Dutch part),SXM,2022,44192,
Sint Maarten (Dutch part),SXM,2023,44240,
Sint Maarten (Dutch part),SXM,2024,44328,43372
Sint Maarten (Dutch part),SXM,2025,44423,43946
Sint Maarten (Dutch part),SXM,2026,44526,44473
Sint Maarten (Dutch part),SXM,2027,44645,44967
Sint Maarten (Dutch part),SXM,2028,44758,45448
Sint Maarten (Dutch part),SXM,2029,44869,45912
Sint Maarten (Dutch part),SXM,2030,44965,46358
Sint Maarten (Dutch part),SXM,2031,45040,46772
Sint Maarten (Dutch part),SXM,2032,45097,47171
Sint Maarten (Dutch part),SXM,2033,45118,47556
Sint Maarten (Dutch part),SXM,2034,45101,47911
Sint Maarten (Dutch part),SXM,2035,45048,48274
Sint Maarten (Dutch part),SXM,2036,44937,48607
Sint Maarten (Dutch part),SXM,2037,44784,48925
Sint Maarten (Dutch part),SXM,2038,44570,49227
Sint Maarten (Dutch part),SXM,2039,44301,49495
Sint Maarten (Dutch part),SXM,2040,43981,49750
Sint Maarten (Dutch part),SXM,2041,43614,49987
Sint Maarten (Dutch part),SXM,2042,43194,50166
Sint Maarten (Dutch part),SXM,2043,42739,50335
Sint Maarten (Dutch part),SXM,2044,42247,50495
Sint Maarten (Dutch part),SXM,2045,41718,50643
Sint Maarten (Dutch part),SXM,2046,41178,50778
Sint Maarten (Dutch part),SXM,2047,40628,50915
Sint Maarten (Dutch part),SXM,2048,40077,51009
Sint Maarten (Dutch part),SXM,2049,39517,51034
Sint Maarten (Dutch part),SXM,2050,38966,51039
Sint Maarten (Dutch part),SXM,2051,38432,51036
Sint Maarten (Dutch part),SXM,2052,37913,51009
Sint Maarten (Dutch part),SXM,2053,37419,50998
Sint Maarten (Dutch part),SXM,2054,36959,50969
Sint Maarten (Dutch part),SXM,2055,36530,50896
Sint Maarten (Dutch part),SXM,2056,36131,50811
Sint Maarten (Dutch part),SXM,2057,35762,50715
Sint Maarten (Dutch part),SXM,2058,35418,50617
Sint Maarten (Dutch part),SXM,2059,35115,50503
Sint Maarten (Dutch part),SXM,2060,34839,50418
Sint Maarten (Dutch part),SXM,2061,34596,50342
Sint Maarten (Dutch part),SXM,2062,34377,50257
Sint Maarten (Dutch part),SXM,2063,34196,50153
Sint Maarten (Dutch part),SXM,2064,34031,50035
Sint Maarten (Dutch part),SXM,2065,33891,49914
Sint Maarten (Dutch part),SXM,2066,33771,49765
Sint Maarten (Dutch part),SXM,2067,33666,49601
Sint Maarten (Dutch part),SXM,2068,33570,49451
Sint Maarten (Dutch part),SXM,2069,33479,49303
Sint Maarten (Dutch part),SXM,2070,33393,49164
Sint Maarten (Dutch part),SXM,2071,33308,49033
Sint Maarten (Dutch part),SXM,2072,33203,48885
Sint Maarten (Dutch part),SXM,2073,33108,48731
Sint Maarten (Dutch part),SXM,2074,32999,48562
Sint Maarten (Dutch part),SXM,2075,32877,48389
Sint Maarten (Dutch part),SXM,2076,32736,48220
Sint Maarten (Dutch part),SXM,2077,32578,48028
Sint Maarten (Dutch part),SXM,2078,32401,47822
Sint Maarten (Dutch part),SXM,2079,32212,47626
Sint Maarten (Dutch part),SXM,2080,31997,47447
Sint Maarten (Dutch part),SXM,2081,31768,47259
Sint Maarten (Dutch part),SXM,2082,31519,47050
Sint Maarten (Dutch part),SXM,2083,31248,46837
Sint Maarten (Dutch part),SXM,2084,30958,46621
Sint Maarten (Dutch part),SXM,2085,30655,46400
Sint Maarten (Dutch part),SXM,2086,30352,46173
Sint Maarten (Dutch part),SXM,2087,30031,45938
Sint Maarten (Dutch part),SXM,2088,29706,45703
Sint Maarten (Dutch part),SXM,2089,29372,45449
Sint Maarten (Dutch part),SXM,2090,29031,45190
Sint Maarten (Dutch part),SXM,2091,28697,44926
Sint Maarten (Dutch part),SXM,2092,28365,44654
Sint Maarten (Dutch part),SXM,2093,28040,44365
Sint Maarten (Dutch part),SXM,2094,27719,44086
Sint Maarten (Dutch part),SXM,2095,27411,43811
Sint Maarten (Dutch part),SXM,2096,27127,43518
Sint Maarten (Dutch part),SXM,2097,26849,43218
Sint Maarten (Dutch part),SXM,2098,26586,42910
Sint Maarten (Dutch part),SXM,2099,26334,42605
Sint Maarten (Dutch part),SXM,2100,26100,42298
Slovakia,SVK,2022,5643455,
Slovakia,SVK,2023,5795206,
Slovakia,SVK,2024,5702836,5506759
Slovakia,SVK,2025,5635035,5474875
Slovakia,SVK,2026,5595797,5451342
Slovakia,SVK,2027,5578678,5441441
Slovakia,SVK,2028,5570125,5429798
Slovakia,SVK,2029,5563419,5416437
Slovakia,SVK,2030,5555110,5401394
Slovakia,SVK,2031,5545269,5384896
Slovakia,SVK,2032,5533954,5367128
Slovakia,SVK,2033,5521193,5348222
Slovakia,SVK,2034,5507061,5328288
Slovakia,SVK,2035,5491598,5307349
Slovakia,SVK,2036,5475034,5285479
Slovakia,SVK,2037,5457573,5262938
Slovakia,SVK,2038,5439245,5239777
Slovakia,SVK,2039,5420158,5216127
Slovakia,SVK,2040,5400487,5192015
Slovakia,SVK,2041,5380278,5167474
Slovakia,SVK,2042,5359630,5142691
Slovakia,SVK,2043,5338772,5117640
Slovakia,SVK,2044,5317617,5092332
Slovakia,SVK,2045,5296176,5066916
Slovakia,SVK,2046,5274533,5041381
Slovakia,SVK,2047,5252778,5015614
Slovakia,SVK,2048,5230977,4989623
Slovakia,SVK,2049,5209079,4963256
Slovakia,SVK,2050,5186963,4936492
Slovakia,SVK,2051,5164586,4909323
Slovakia,SVK,2052,5141925,4881644
Slovakia,SVK,2053,5118879,4853401
Slovakia,SVK,2054,5095325,4824619
Slovakia,SVK,2055,5071140,4795151
Slovakia,SVK,2056,5046279,4764791
Slovakia,SVK,2057,5020746,4733610
Slovakia,SVK,2058,4994513,4701581
Slovakia,SVK,2059,4967456,4668678
Slovakia,SVK,2060,4939535,4635020
Slovakia,SVK,2061,4910754,4600676
Slovakia,SVK,2062,4881123,4565661
Slovakia,SVK,2063,4850677,4530010
Slovakia,SVK,2064,4819483,4493840
Slovakia,SVK,2065,4787577,4457248
Slovakia,SVK,2066,4755043,4420407
Slovakia,SVK,2067,4722023,4383304
Slovakia,SVK,2068,4688558,4345942
Slovakia,SVK,2069,4654862,4308545
Slovakia,SVK,2070,4620968,4271287
Slovakia,SVK,2071,4586964,4234289
Slovakia,SVK,2072,4553177,4197597
Slovakia,SVK,2073,4519711,4161330
Slovakia,SVK,2074,4486595,4125692
Slovakia,SVK,2075,4453919,4090675
Slovakia,SVK,2076,4421796,4056331
Slovakia,SVK,2077,4390291,4022730
Slovakia,SVK,2078,4359353,3989984
Slovakia,SVK,2079,4329172,3958103
Slovakia,SVK,2080,4299866,3926994
Slovakia,SVK,2081,4271238,3896686
Slovakia,SVK,2082,4243381,3867208
Slovakia,SVK,2083,4216404,3838508
Slovakia,SVK,2084,4190224,3810538
Slovakia,SVK,2085,4164862,3783279
Slovakia,SVK,2086,4140303,3756694
Slovakia,SVK,2087,4116553,3730807
Slovakia,SVK,2088,4093515,3705546
Slovakia,SVK,2089,4071038,3680762
Slovakia,SVK,2090,4049215,3656443
Slovakia,SVK,2091,4027999,3632524
Slovakia,SVK,2092,4007280,3608978
Slovakia,SVK,2093,3987103,3585746
Slovakia,SVK,2094,3967408,3562760
Slovakia,SVK,2095,3948061,3539967
Slovakia,SVK,2096,3928936,3517356
Slovakia,SVK,2097,3910037,3494827
Slovakia,SVK,2098,3891325,3472274
Slovakia,SVK,2099,3872797,3449760
Slovakia,SVK,2100,3854319,3427220
Slovenia,SVN,2022,2119843,
Slovenia,SVN,2023,2119681,
Slovenia,SVN,2024,2118972,2118690
Slovenia,SVN,2025,2117761,2117070
Slovenia,SVN,2026,2116133,2114573
Slovenia,SVN,2027,2114113,2111538
Slovenia,SVN,2028,2111725,2107831
Slovenia,SVN,2029,2108998,2103528
Slovenia,SVN,2030,2105948,2098965
Slovenia,SVN,2031,2102640,2094074
Slovenia,SVN,2032,2099116,2089053
Slovenia,SVN,2033,2095431,2083974
Slovenia,SVN,2034,2091542,2078929
Slovenia,SVN,2035,2087469,2073837
Slovenia,SVN,2036,2083254,2068480
Slovenia,SVN,2037,2078876,2062855
Slovenia,SVN,2038,2074357,2057381
Slovenia,SVN,2039,2069650,2052079
Slovenia,SVN,2040,2064751,2046760
Slovenia,SVN,2041,2059691,2041318
Slovenia,SVN,2042,2054415,2035412
Slovenia,SVN,2043,2048935,2029195
Slovenia,SVN,2044,2043206,2022818
Slovenia,SVN,2045,2037169,2016290
Slovenia,SVN,2046,2030851,2009696
Slovenia,SVN,2047,2024306,2002989
Slovenia,SVN,2048,2017553,1996187
Slovenia,SVN,2049,2010555,1989122
Slovenia,SVN,2050,2003258,1981554
Slovenia,SVN,2051,1995716,1973638
Slovenia,SVN,2052,1987935,1965350
Slovenia,SVN,2053,1979941,1956749
Slovenia,SVN,2054,1971780,1947894
Slovenia,SVN,2055,1963440,1938687
Slovenia,SVN,2056,1954913,1929355
Slovenia,SVN,2057,1946224,1919740
Slovenia,SVN,2058,1937427,1910148
Slovenia,SVN,2059,1928521,1900567
Slovenia,SVN,2060,1919567,1890547
Slovenia,SVN,2061,1910562,1880530
Slovenia,SVN,2062,1901541,1870789
Slovenia,SVN,2063,1892529,1861189
Slovenia,SVN,2064,1883533,1851459
Slovenia,SVN,2065,1874562,1841740
Slovenia,SVN,2066,1865703,1832382
Slovenia,SVN,2067,1856947,1823325
Slovenia,SVN,2068,1848294,1814226
Slovenia,SVN,2069,1839727,1805086
Slovenia,SVN,2070,1831304,1796288
Slovenia,SVN,2071,1823078,1787915
Slovenia,SVN,2072,1815018,1779808
Slovenia,SVN,2073,1807115,1771778
Slovenia,SVN,2074,1799425,1763896
Slovenia,SVN,2075,1791943,1756473
Slovenia,SVN,2076,1784638,1749464
Slovenia,SVN,2077,1777545,1742744
Slovenia,SVN,2078,1770718,1736135
Slovenia,SVN,2079,1764133,1729788
Slovenia,SVN,2080,1757802,1723700
Slovenia,SVN,2081,1751665,1717877
Slovenia,SVN,2082,1745733,1712449
Slovenia,SVN,2083,1740023,1707191
Slovenia,SVN,2084,1734541,1702106
Slovenia,SVN,2085,1729271,1697216
Slovenia,SVN,2086,1724182,1692345
Slovenia,SVN,2087,1719273,1687591
Slovenia,SVN,2088,1714541,1683092
Slovenia,SVN,2089,1709956,1678710
Slovenia,SVN,2090,1705497,1674268
Slovenia,SVN,2091,1701184,1669935
Slovenia,SVN,2092,1697006,1665756
Slovenia,SVN,2093,1692945,1661546
Slovenia,SVN,2094,1688967,1657348
Slovenia,SVN,2095,1685068,1653165
Slovenia,SVN,2096,1681200,1648957
Slovenia,SVN,2097,1677388,1644668
Slovenia,SVN,2098,1673603,1640465
Slovenia,SVN,2099,1669842,1636330
Slovenia,SVN,2100,1666119,1632032
Small island developing states (SIDS),,2022,74363416,
Small island developing states (SIDS),,2023,74994820,
Small island developing states (SIDS),,2024,75625390,73462562
Small island developing states (SIDS),,2025,76246760,74007962
Small island developing states (SIDS),,2026,76856504,74531150
Small island developing states (SIDS),,2027,77453730,75040985
Small island developing states (SIDS),,2028,78037800,75540631
Small island developing states (SIDS),,2029,78607120,76024671
Small island developing states (SIDS),,2030,79160790,76494335
Small island developing states (SIDS),,2031,79699450,76953041
Small island developing states (SIDS),,2032,80223070,77400718
Small island developing states (SIDS),,2033,80732270,77836967
Small island developing states (SIDS),,2034,81228350,78261001
Small island developing states (SIDS),,2035,81712190,78671419
Small island developing states (SIDS),,2036,82183560,79067824
Small island developing states (SIDS),,2037,82641390,79449773
Small island developing states (SIDS),,2038,83085680,79818465
Small island developing states (SIDS),,2039,83515110,80172037
Small island developing states (SIDS),,2040,83929464,80507268
Small island developing states (SIDS),,2041,84328310,80825387
Small island developing states (SIDS),,2042,84710776,81130606
Small island developing states (SIDS),,2043,85078660,81424128
Small island developing states (SIDS),,2044,85431220,81701598
Small island developing states (SIDS),,2045,85768184,81965630
Small island developing states (SIDS),,2046,86089770,82215740
Small island developing states (SIDS),,2047,86394660,82449259
Small island developing states (SIDS),,2048,86682440,82673307
Small island developing states (SIDS),,2049,86952650,82883830
Small island developing states (SIDS),,2050,87204744,83078081
Small island developing states (SIDS),,2051,87439704,83256254
Small island developing states (SIDS),,2052,87658150,83420690
Small island developing states (SIDS),,2053,87860410,83572876
Small island developing states (SIDS),,2054,88047690,83704341
Small island developing states (SIDS),,2055,88219190,83819422
Small island developing states (SIDS),,2056,88374400,83922921
Small island developing states (SIDS),,2057,88515480,84015025
Small island developing states (SIDS),,2058,88642664,84094402
Small island developing states (SIDS),,2059,88755064,84159907
Small island developing states (SIDS),,2060,88853100,84209875
Small island developing states (SIDS),,2061,88937910,84244363
Small island developing states (SIDS),,2062,89009380,84267683
Small island developing states (SIDS),,2063,89067200,84283192
Small island developing states (SIDS),,2064,89114030,84289705
Small island developing states (SIDS),,2065,89150664,84282376
Small island developing states (SIDS),,2066,89175900,84263468
Small island developing states (SIDS),,2067,89190690,84237309
Small island developing states (SIDS),,2068,89195784,84202473
Small island developing states (SIDS),,2069,89190730,84155023
Small island developing states (SIDS),,2070,89175500,84094972
Small island developing states (SIDS),,2071,89150536,84028506
Small island developing states (SIDS),,2072,89115330,83953120
Small island developing states (SIDS),,2073,89069150,83861619
Small island developing states (SIDS),,2074,89012184,83754397
Small island developing states (SIDS),,2075,88944870,83635762
Small island developing states (SIDS),,2076,88866650,83510810
Small island developing states (SIDS),,2077,88777080,83376115
Small island developing states (SIDS),,2078,88677610,83228861
Small island developing states (SIDS),,2079,88568776,83071054
Small island developing states (SIDS),,2080,88451256,82903767
Small island developing states (SIDS),,2081,88325170,82724193
Small island developing states (SIDS),,2082,88189720,82532892
Small island developing states (SIDS),,2083,88045304,82335573
Small island developing states (SIDS),,2084,87892504,82131717
Small island developing states (SIDS),,2085,87731304,81919621
Small island developing states (SIDS),,2086,87561920,81701615
Small island developing states (SIDS),,2087,87385780,81476179
Small island developing states (SIDS),,2088,87202450,81244054
Small island developing states (SIDS),,2089,87012500,81005033
Small island developing states (SIDS),,2090,86817280,80763248
Small island developing states (SIDS),,2091,86616680,80520904
Small island developing states (SIDS),,2092,86411220,80276096
Small island developing states (SIDS),,2093,86200536,80028893
Small island developing states (SIDS),,2094,85984600,79775988
Small island developing states (SIDS),,2095,85762980,79517371
Small island developing states (SIDS),,2096,85535704,79254783
Small island developing states (SIDS),,2097,85302860,78990410
Small island developing states (SIDS),,2098,85065220,78722038
Small island developing states (SIDS),,2099,84824470,78452530
Small island developing states (SIDS),,2100,84580280,78183619
Solomon Islands,SLB,2022,724272,
Solomon Islands,SLB,2023,740437,
Solomon Islands,SLB,2024,756685,819207
Solomon Islands,SLB,2025,773040,838655
Solomon Islands,SLB,2026,789456,858293
Solomon Islands,SLB,2027,805957,878107
Solomon Islands,SLB,2028,822597,898083
Solomon Islands,SLB,2029,839367,918162
Solomon Islands,SLB,2030,856273,938350
Solomon Islands,SLB,2031,873357,958623
Solomon Islands,SLB,2032,890643,978987
Solomon Islands,SLB,2033,908144,999324
Solomon Islands,SLB,2034,925810,1019546
Solomon Islands,SLB,2035,943648,1039667
Solomon Islands,SLB,2036,961678,1059533
Solomon Islands,SLB,2037,979875,1079100
Solomon Islands,SLB,2038,998295,1098297
Solomon Islands,SLB,2039,1016889,1117098
Solomon Islands,SLB,2040,1035623,1135457
Solomon Islands,SLB,2041,1054460,1153463
Solomon Islands,SLB,2042,1073373,1171347
Solomon Islands,SLB,2043,1092357,1189126
Solomon Islands,SLB,2044,1111360,1206741
Solomon Islands,SLB,2045,1130425,1224202
Solomon Islands,SLB,2046,1149484,1241504
Solomon Islands,SLB,2047,1168543,1258625
Solomon Islands,SLB,2048,1187563,1275591
Solomon Islands,SLB,2049,1206525,1292429
Solomon Islands,SLB,2050,1225409,1309113
Solomon Islands,SLB,2051,1244181,1325607
Solomon Islands,SLB,2052,1262899,1341938
Solomon Islands,SLB,2053,1281574,1358113
Solomon Islands,SLB,2054,1300206,1374051
Solomon Islands,SLB,2055,1318762,1389808
Solomon Islands,SLB,2056,1337258,1405381
Solomon Islands,SLB,2057,1355714,1420731
Solomon Islands,SLB,2058,1374099,1435969
Solomon Islands,SLB,2059,1392390,1451106
Solomon Islands,SLB,2060,1410608,1465993
Solomon Islands,SLB,2061,1428740,1480705
Solomon Islands,SLB,2062,1446842,1495240
Solomon Islands,SLB,2063,1464786,1509600
Solomon Islands,SLB,2064,1482644,1523785
Solomon Islands,SLB,2065,1500510,1537695
Solomon Islands,SLB,2066,1518282,1551361
Solomon Islands,SLB,2067,1535883,1564842
Solomon Islands,SLB,2068,1553396,1578166
Solomon Islands,SLB,2069,1570936,1591225
Solomon Islands,SLB,2070,1588379,1603966
Solomon Islands,SLB,2071,1605586,1616468
Solomon Islands,SLB,2072,1622609,1628723
Solomon Islands,SLB,2073,1639487,1640652
Solomon Islands,SLB,2074,1656245,1652174
Solomon Islands,SLB,2075,1672879,1663390
Solomon Islands,SLB,2076,1689200,1674484
Solomon Islands,SLB,2077,1705237,1685309
Solomon Islands,SLB,2078,1721049,1695742
Solomon Islands,SLB,2079,1736661,1705781
Solomon Islands,SLB,2080,1752056,1715562
Solomon Islands,SLB,2081,1767186,1725109
Solomon Islands,SLB,2082,1782038,1734328
Solomon Islands,SLB,2083,1796644,1743236
Solomon Islands,SLB,2084,1811023,1751828
Solomon Islands,SLB,2085,1825139,1760115
Solomon Islands,SLB,2086,1839015,1768080
Solomon Islands,SLB,2087,1852627,1775754
Solomon Islands,SLB,2088,1865999,1783152
Solomon Islands,SLB,2089,1879109,1790270
Solomon Islands,SLB,2090,1891974,1797132
Solomon Islands,SLB,2091,1904500,1803753
Solomon Islands,SLB,2092,1916730,1810121
Solomon Islands,SLB,2093,1928642,1816176
Solomon Islands,SLB,2094,1940177,1821785
Solomon Islands,SLB,2095,1951429,1827113
Solomon Islands,SLB,2096,1962438,1832147
Solomon Islands,SLB,2097,1973157,1836823
Solomon Islands,SLB,2098,1983534,1841191
Solomon Islands,SLB,2099,1993642,1845304
Solomon Islands,SLB,2100,2003495,1849206
Somalia,SOM,2022,17597508,
Somalia,SOM,2023,18143378,
Somalia,SOM,2024,18706928,19009156
Somalia,SOM,2025,19281906,19654744
Somalia,SOM,2026,19867192,20305911
Somalia,SOM,2027,20464002,20959061
Somalia,SOM,2028,21071160,21601816
Somalia,SOM,2029,21689088,22247722
Somalia,SOM,2030,22316862,22915050
Somalia,SOM,2031,22954690,23589801
Somalia,SOM,2032,23603150,24258795
Somalia,SOM,2033,24260800,24921838
Somalia,SOM,2034,24929002,25593674
Somalia,SOM,2035,25606194,26294952
Somalia,SOM,2036,26289272,27009208
Somalia,SOM,2037,26980592,27731179
Somalia,SOM,2038,27679424,28455762
Somalia,SOM,2039,28383844,29167907
Somalia,SOM,2040,29094728,29896296
Somalia,SOM,2041,29812162,30635966
Somalia,SOM,2042,30535608,31350037
Somalia,SOM,2043,31263720,32057991
Somalia,SOM,2044,31997080,32780426
Somalia,SOM,2045,32734344,33510173
Somalia,SOM,2046,33475242,34248040
Somalia,SOM,2047,34220750,34996377
Somalia,SOM,2048,34967420,35743971
Somalia,SOM,2049,35714724,36474694
Somalia,SOM,2050,36462830,37206509
Somalia,SOM,2051,37211344,37953807
Somalia,SOM,2052,37960730,38698970
Somalia,SOM,2053,38710510,39446512
Somalia,SOM,2054,39461308,40219732
Somalia,SOM,2055,40210644,41010257
Somalia,SOM,2056,40957268,41786445
Somalia,SOM,2057,41701264,42542107
Somalia,SOM,2058,42442080,43279605
